SAMPLE IDENTIFICATION,,,,,LOCATION,,,,,,,PETROGRAPHIC DESCRIPTION,,ARTEFACT IDENTIFICATION,,,,,ARCHAEOLOGICAL COLLECTION,,,,,SITE IDENTIFICATION,,,,,,,INDIVIDUAL SAMPLE CONDITION AND PREPARATION,,,,,METHOD CODE,PARAMETER,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeOT,CaO,MgO,MnO,K2O,Na2O,P2O5,Li,Be,B,C,CO2,F,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age,Age SD sigma
Citation code 1 [Data],Sample name,Pofatu ID,Sample category,Sample comment,Location 1,Location 2,Location 3,Location comment,Latitude,Longitude,Elevation,Petrography,Comments,Citation code 2 [Artefact],Artefact name,Artefact category,Artefact description,Artefact comments,Collector,Fieldwork,Fieldwork date,Collection storage location,Collection comment,Citation 3 [Site],Site name,Site code,Site context,Site comments,Stratigraphic position,Stratigraphy comments,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,"[citation code][ _ ][A], [B], etc.",UNIT,%,%,%,%,%,%,%,%,%,%,%,%,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,,,,,,,,,,,,,,,,,,,,,,Ma,
must match TAB 1 COL I,,RESERVED TO ADMIN,see drop-down list,,Archipelago,Island name,Locality,,,,,,,must match TAB 1 COL L,,see drop-down list,see drop-down list,,,Survey OR Excavation,,,,must match TAB 1 COL O,,,see drop-down list,,"Level, Square, etc.",,see drop-down list,see drop-down list,"e.g. crushed in agate mill, sieved at 500 microns",e.g. whole rock samples were dissolved in 0.1M HF + 5.0M HNO3,,must match TAB 5 COL A,Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,2σ
Weisler-2016-PNAS,2009-369,Weisler-2016-PNAS_2009-369,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 8,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D32-3-5,ADZE,FRAGMENT (DISTAL),Portion of bevel include side of adze,P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 8-LEVEL3(D32),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,10.2,2.8,,,,,27.301,27734.0,,3686.0,,,13683.0,53327.0,14.9,208.0,196.0,1.21,1341.0,93891.0,33.8,70.9,12.5,163.0,29.0,,,,,40.4,714.0,44.9,452.0,47.3,2.31,,,,,1.66,,,0.058,,,0.376,295.0,39.8,94.2,12.9,56.8,13.4,4.34,13.1,1.89,10.1,1.87,4.41,0.561,3.26,0.437,9.62,3.23,0.462,,,,,,,0.028,3.04,,4.01,1.13,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-370,Weisler-2016-PNAS_2009-370,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 8,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D32-6-7,FLAKE (ADZE KNAPPING),NA,"Broken flake, polish on dorsal face",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 8-LEVEL6(D32),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,8.94,2.76,,,,,25.205,33672.0,,2358.0,,,9222.0,81285.0,20.0,19885.0,322.0,7.86,1542.0,99005.0,47.8,63.3,183.0,106.0,22.6,,,,,23.8,622.0,27.5,227.0,61.0,2.53,,,,,0.98,,,0.075,,,0.203,303.0,41.3,86.7,10.7,42.3,8.62,2.69,7.71,1.12,6.02,1.14,2.82,0.373,2.26,0.312,5.31,3.88,0.306,,,,,,,0.023,3.14,,4.55,1.39,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-371,Weisler-2016-PNAS_2009-371,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 5,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D32-8-3,FLAKE (ADZE KNAPPING),NA,"Complete flake, polish on dorsal face",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 5-LEVEL8(D32),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,14.1,4.36,,,,,41.032,241.0,,8609.0,,,15607.0,54424.0,8.75,18149.0,94.1,1.73,1768.0,10096.0,28.2,29.6,19.8,147.0,23.4,,,,,47.8,1393.0,42.3,565.0,123.0,4.16,,,,,2.11,,,0.116,,,0.523,504.0,102.0,221.0,25.1,95.9,17.4,5.17,14.1,1.88,9.5,1.71,4.09,0.512,3.19,0.441,10.3,8.12,1.16,,,,,,,0.116,4.86,,9.88,2.8,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-372,Weisler-2016-PNAS_2009-372,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 3,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D33-10-2,ADZE,FRAGMENT (DISTAL),Cutting edge at corner; highly polished,P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 3-LEVEL10(D33),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,7.72,2.51,,,,,20.382,43473.0,,2202.0,,,1262.0,88879.0,32.0,19251.0,312.0,156.0,1472.0,93519.0,49.7,107.0,136.0,100.0,20.2,,,,,34.1,570.0,25.9,215.0,74.8,2.22,,,,,0.96,,,0.236,,,0.344,309.0,49.4,99.5,11.5,44.4,8.67,2.7,7.72,1.09,5.81,1.07,2.63,0.338,2.04,0.28,5.22,4.51,0.64,,,,,,,0.039,3.63,,5.85,1.56,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-373,Weisler-2016-PNAS_2009-373,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 10,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D33-3-6,ADZE,FRAGMENT,Pit against wall'; 'corner' of polished surfaces are rounded,P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 10-LEVEL3(D33),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,6.28,2.07,,,,,21.885,33836.0,,2118.0,,,991.0,82829.0,28.8,22535.0,342.0,51.5,1487.0,10295.0,48.2,133.0,142.0,111.0,21.6,,,,,19.8,535.0,28.0,201.0,52.2,1.43,,,,,1.0,,,0.059,,,0.12,232.0,34.2,74.0,9.44,39.1,8.56,2.69,7.98,1.14,6.2,1.17,2.9,0.374,2.26,0.307,5.15,3.32,0.269,,,,,,,0.027,2.14,,3.51,1.03,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-374,Weisler-2016-PNAS_2009-374,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 10,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D33-3-7,FLAKE (ADZE KNAPPING),NA,"Expanding flake; hammer dressing and polish on dorsal face, flake termination used",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 10-LEVEL3(D33),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,16.1,6.38,,,,,50.033,6428.0,,1185.0,,,38383.0,33971.0,1.96,9313.0,46.9,0.57,1552.0,43238.0,5.17,7.62,4.56,134.0,29.9,,,,,130.0,1843.0,33.4,851.0,187.0,6.97,,,,,2.66,,,0.145,,,1.615,1611.0,136.0,235.0,22.6,73.6,11.7,3.56,8.94,1.29,6.87,1.3,3.35,0.453,2.87,0.398,14.1,10.8,2.13,,,,,,,0.045,15.2,,25.8,4.37,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-375,Weisler-2016-PNAS_2009-375,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 2,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D34-8-10,ADZE,FRAGMENT,Corner of back-side or front-side,P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 2-LEVEL8(D34),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,7.78,2.86,,,,,28.248,30891.0,,2639.0,,,9645.0,78923.0,20.3,2193.0,314.0,10.2,1643.0,100897.0,45.0,50.2,81.4,121.0,23.2,,,,,27.1,690.0,29.5,269.0,77.0,2.83,,,,,1.3,,,0.102,,,0.238,336.0,50.9,108.0,12.8,50.4,9.93,3.05,8.72,1.22,6.58,1.21,3.02,0.397,2.38,0.331,6.19,4.94,0.565,,,,,,,0.033,3.17,,5.82,1.76,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-376,Weisler-2016-PNAS_2009-376,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 2,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D34-9-8,ADZE,FRAGMENT (DISTAL),Corner at cutting edge,P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 2-LEVEL9(D34),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,6.3,1.74,,,,,22.97,37458.0,,2324.0,,,8371.0,64631.0,21.6,24242.0,286.0,69.9,1232.0,9158.0,44.6,177.0,202.0,231.0,23.7,,,,,17.1,579.0,32.7,291.0,28.4,1.44,,,,,1.58,,,0.112,,,0.137,182.0,24.9,60.1,8.35,37.5,9.26,3.0,9.22,1.35,7.29,1.35,3.29,0.421,2.49,0.339,7.05,1.95,0.263,,,,,,,0.02,9.23,,2.7,0.811,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-377,Weisler-2016-PNAS_2009-377,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 3,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-D35-4-3,FLAKE (ADZE KNAPPING),NA,Expanding flake; polish on platform and dorsal face,P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 3-LEVEL4(D35),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,10.8,2.57,,,,,25.62,29799.0,,2155.0,,,10938.0,70466.0,14.3,23599.0,258.0,1.7,1417.0,92415.0,36.8,89.1,28.6,115.0,22.8,,,,,29.3,704.0,30.3,242.0,69.7,2.21,,,,,1.23,,,0.085,,,0.469,335.0,45.1,94.2,11.6,46.4,9.53,3.02,8.79,1.24,6.72,1.25,3.12,0.407,2.44,0.335,5.68,4.45,0.411,,,,,,,0.133,2.95,,5.39,1.58,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-378,Weisler-2016-PNAS_2009-378,ARTEFACT,,COOK,MANGAIA,TANGATATAU,"FEATURE 37, BETWEEN ZONES 5-8",-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-E31-13-1,FLAKE (ADZE KNAPPING),NA,"Complete flake, hard to determine place on adze",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,"FEATURE 37, BETWEEN ZONES 5-8-LEVEL13(E31)",,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,12.1,3.12,,,,,19.497,29386.0,,4005.0,,,24197.0,74295.0,14.3,2505.0,302.0,4.01,1330.0,87821.0,38.4,39.6,42.0,126.0,25.5,,,,,69.9,1156.0,29.3,357.0,89.0,3.86,,,,,1.55,,,0.095,,,1.05,874.0,73.9,149.0,17.0,64.9,12.2,3.71,10.2,1.37,6.92,1.21,2.85,0.344,2.03,0.271,8.11,5.6,0.798,,,,,,,0.081,7.32,,9.64,2.1,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-379,Weisler-2016-PNAS_2009-379,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 7,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-E31-6-15,FLAKE (ADZE KNAPPING),NA,"Incomplete flake, polish and hammer dressing on dorsal face",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 7-LEVEL6(E31),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,7.37,2.88,,,,,28.244,3175.0,,2693.0,,,9849.0,80547.0,21.7,2239.0,325.0,12.7,1602.0,99389.0,45.7,196.0,88.3,126.0,23.1,,,,,27.1,675.0,29.4,266.0,74.9,2.78,,,,,1.35,,,0.103,,,0.224,331.0,50.4,105.0,12.8,50.0,9.89,3.04,8.78,1.23,6.53,1.22,3.03,0.394,2.38,0.332,6.21,4.82,0.683,,,,,,,0.031,3.2,,5.72,1.72,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-380,Weisler-2016-PNAS_2009-380,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 8,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-E32-5-1,FLAKE (ADZE KNAPPING),NA,"Complete flake, polish on dorsal face and platform",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 8-LEVEL5(E32),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,11.8,3.57,,,,,33.009,36446.0,,5445.0,,,14852.0,55634.0,13.9,27675.0,206.0,9.2,1817.0,120085.0,48.6,78.4,65.7,159.0,23.8,,,,,41.6,992.0,36.0,439.0,109.0,3.35,,,,,1.82,,,0.081,,,0.419,389.0,71.6,153.0,18.2,70.9,13.5,4.04,11.3,1.54,7.97,1.45,3.55,0.461,2.77,0.394,9.03,6.96,0.986,,,,,,,0.069,3.74,,7.11,2.01,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-381,Weisler-2016-PNAS_2009-381,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 10,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-E33-3-1,ADZE,FRAGMENT (DISTAL),Corner including cutting edge,P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 10-LEVEL3(E33),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,6.98,2.72,,,,,26.88,32784.0,,256.0,,,10136.0,81029.0,23.7,22236.0,337.0,26.9,1585.0,10068.0,46.2,64.2,114.0,137.0,22.6,,,,,27.5,647.0,28.8,259.0,71.8,2.84,,,,,1.32,,,0.115,,,0.236,312.0,48.1,101.0,12.3,48.5,9.62,2.96,8.49,1.2,6.35,1.19,2.94,0.382,2.29,0.321,6.09,4.63,0.584,,,,,,,0.035,4.32,,5.43,1.63,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-382,Weisler-2016-PNAS_2009-382,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 3,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-E33-9-12,FLAKE (ADZE KNAPPING),NA,"Broken flake, polished on dorsal face",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 3-LEVEL9(E33),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,8.17,2.93,,,,,28.582,31181.0,,2699.0,,,984.0,79148.0,20.3,22305.0,310.0,9.73,1670.0,101935.0,44.6,101.0,88.3,135.0,23.2,,,,,27.0,679.0,29.6,271.0,76.4,2.72,,,,,1.47,,,0.098,,,0.232,333.0,50.8,106.0,12.8,50.6,9.91,3.05,8.81,1.23,6.61,1.24,3.06,0.4,2.42,0.332,6.28,4.98,0.678,,,,,,,0.035,3.76,,5.73,1.73,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-383,Weisler-2016-PNAS_2009-383,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 6,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-E34-4-3,FLAKE (ADZE KNAPPING),NA,"Expanding flake, polish on platform and dorsal face",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 6-LEVEL4(E34),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,5.38,2.36,,,,,26.387,35709.0,,1926.0,,,10827.0,9038.0,26.8,19814.0,380.0,38.7,1607.0,102984.0,50.7,97.5,88.2,107.0,20.9,,,,,24.7,549.0,25.1,175.0,45.5,3.3,,,,,0.89,,,0.068,,,0.204,268.0,30.5,65.0,8.3,34.5,7.47,2.38,7.07,1.02,5.55,1.05,2.59,0.339,2.02,0.282,4.53,2.94,0.361,,,,,,,0.02,2.78,,3.02,0.907,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-384,Weisler-2016-PNAS_2009-384,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 3,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-E34-6-27,ADZE,FRAGMENT (DISTAL),"Corner of adze including cutting edge, highly polished",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 3-LEVEL6(E34),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,7.62,2.85,,,,,27.929,3127.0,,284.0,,,10123.0,78845.0,21.1,22352.0,332.0,23.4,1617.0,100481.0,45.4,63.7,151.0,159.0,23.0,,,,,27.6,671.0,29.3,264.0,75.2,3.33,,,,,1.25,,,0.123,,,0.234,328.0,50.2,107.0,12.7,49.9,9.7,3.01,8.58,1.21,6.48,1.2,2.97,0.386,2.34,0.321,6.06,4.86,0.66,,,,,,,0.039,6.64,,5.71,1.71,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-385,Weisler-2016-PNAS_2009-385,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 3,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-E34-7-3,FLAKE (ADZE KNAPPING),NA,"Broken expanding flake, polish on platform and dorsal face, width incomplete, ventral face polished from use?",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 3-LEVEL7(E34),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,13.2,3.79,,,,,39.46,26091.0,,4854.0,,,14583.0,4936.0,10.6,19321.0,114.0,6.28,1659.0,99359.0,30.6,31.2,17.9,152.0,22.1,,,,,39.0,1188.0,36.2,423.0,99.0,3.54,,,,,1.65,,,0.119,,,0.429,425.0,78.1,167.0,18.9,72.3,13.3,4.15,11.2,1.53,7.97,1.47,3.61,0.465,2.89,0.404,8.64,6.13,0.995,,,,,,,0.072,4.38,,8.22,2.35,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-386,Weisler-2016-PNAS_2009-386,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 17,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-J30-1-1,ADZE,FRAGMENT,Edge of adze (hard to say from where),P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 17-LEVEL1(J30),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,10.8,3.57,,,,,40.551,22381.0,,4679.0,,,1415.0,62141.0,7.1,20303.0,178.0,0.36,1328.0,71593.0,26.3,62.5,24.7,113.0,24.4,,,,,45.8,1320.0,31.0,425.0,119.0,4.73,,,,,1.58,,,0.109,,,0.606,1193.0,89.4,182.0,19.4,72.2,12.6,3.78,10.1,1.37,6.98,1.25,2.98,0.373,2.22,0.3,7.93,7.31,0.646,,,,,,,0.019,8.22,,15.0,3.12,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-387,Weisler-2016-PNAS_2009-387,ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 19,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-J30-3-2,ADZE,FRAGMENT (DISTAL),"Corner of adze including cutting edge, highly polished",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 19-LEVEL3(J30),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,7.92,2.65,,,,,25.314,34501.0,,2607.0,,,8842.0,8184.0,23.5,22698.0,335.0,49.9,1498.0,102025.0,47.9,85.9,99.9,125.0,22.9,,,,,24.5,646.0,28.9,257.0,71.8,3.29,,,,,1.23,,,0.094,,,0.187,315.0,48.7,102.0,12.4,49.1,9.64,2.97,8.62,1.2,6.48,1.2,2.95,0.387,2.32,0.318,6.12,4.69,0.358,,,,,,,0.031,3.16,,5.48,1.65,,,,,,,,,,,,,,,,,,,,,,,
Weisler-2016-PNAS,2009-387(2),Weisler-2016-PNAS_2009-387(2),ARTEFACT,,COOK,MANGAIA,TANGATATAU,ZONE 19,-21.946136,-157.936664,50.0,,,Kirch-2017-Tangatatau; Weisler-2016-PNAS,M44-J30-3-2,ADZE,FRAGMENT (DISTAL),"Corner of adze including cutting edge, highly polished",P.V. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 19-LEVEL3(J30),,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,,Weisler-2016-PNAS_A,,,,,,,,,,,,,,7.89,2.53,,,,,25.751,34947.0,,2688.0,,,9097.0,83396.0,24.0,23431.0,356.0,50.7,1524.0,103498.0,48.9,86.2,99.7,121.0,22.8,,,,,24.9,661.0,29.5,260.0,72.6,3.28,,,,,1.35,,,0.084,,,0.19,316.0,49.3,102.0,12.5,49.0,9.72,2.98,8.63,1.21,6.41,1.2,2.97,0.382,2.33,0.323,6.08,4.96,0.365,,,,,,,0.032,3.15,,5.56,1.65,,,,,,,,,,,,,,,,,,,,,,,
